PolyhedralSk(57;2),57,2,1083,38,2,2,nb,f,2493139996974645015330263682687480889344000000000,[153],[],[],RM(1083;5),,
PolyhedralSk(58;1),58,1,116,4,2,7,b,f,1,[],[],[1],,,CM(116;1)+CM(116;2)
PolyhedralSk(60;1),60,1,90,3,2,5,nb,f,1,[],[14],[],,RM(90;28),
PolyhedralSk(60;2),60,2,120,4,2,6,b,f,1,[11],[],[],RM(120;4),,
PolyhedralSk(60;3),60,3,150,5,2,4,nb,f,1,[16],[42],[],RM(150;3),RM(150;34),
PolyhedralSk(60;4),60,4,180,6,2,4,nb,f,1,[31],[62],[],RM(180;10),RM(180;126),
PolyhedralSk(60;5),60,5,180,6,2,4,nb,f,1,[],[32],[],,RM(180;117),
PolyhedralSk(60;6),60,6,180,6,2,4,nb,f,1,[],[50],[],,RM(180;121),
PolyhedralSk(60;7),60,7,180,6,2,5,b,f,2,[],[62],[],,RM(180;127),
PolyhedralSk(60;8),60,8,330,11,2,3,nb,f,1,[26],[107],[],RM(330;3),RM(330;73),
PolyhedralSk(60;9),60,9,900,30,2,2,nb,f,356644017930240000000000,[121],[],[],RM(900;9),,
PolyhedralSk(60;10),60,10,1200,40,2,2,nb,f,18000470778156937010684503789003612021063680000000000,[171],[],[],RM(1200;5),,
PolyhedralSk(61;1),61,1,122,4,2,5,nb,f,1,[],[],[1],,,CM(122;1)+CM(122;2)
PolyhedralSk(61;2),61,2,183,6,2,4,nb,f,1,[],[],[1],,,CM(183;1)+CM(183;2)
PolyhedralSk(62;1),62,1,93,3,2,7,b,f,1,[],[],[1],,,CM(93;3)+CM(93;4)
PolyhedralSk(63;1),63,1,189,6,2,5,nb,f,1,[],[],[1],,,CM(189;1)+CM(189;2)
PolyhedralSk(63;2),63,2,252,8,2,4,nb,f,1,[],[23],[],,RM(252;103),
PolyhedralSk(63;3),63,3,1323,42,2,2,nb,f,151203954536518270889749831827630340976934912000000000000,[190],[],[],RM(1323;5),,
PolyhedralSk(64;1),64,1,96,3,2,6,b,f,1,[5],[],[],RM(96;4),,
PolyhedralSk(64;2),64,2,128,4,2,8,b,f,1,[1],[],[],RM(128;3),,
PolyhedralSk(64;3),64,3,160,5,2,5,b,f,1,[9],[],[],RM(160;3),,
PolyhedralSk(64;4),64,4,192,6,2,5,nb,f,1,[1],[],[],RM(192;3),,
PolyhedralSk(64;5),64,5,192,6,2,4,b,f,3,[17],[],[],RM(192;5)+RM(192;6),,
PolyhedralSk(64;6),64,6,192,6,2,6,b,f,60,[17],[],[33],RM(192;7),,CM(192;6)+CM(192;7)
PolyhedralSk(64;7),64,7,192,6,2,4,nb,f,3,[33],[],[],RM(192;27),,
PolyhedralSk(64;8),64,8,192,6,2,4,b,f,4,[33],[],[],RM(192;29),,
PolyhedralSk(64;9),64,9,192,6,2,4,b,f,1,[],[],[17],,,CM(192;1)+CM(192;2)
PolyhedralSk(64;10),64,10,192,6,2,4,nb,f,1,[],[],[33],,,CM(192;5)+CM(192;8)
PolyhedralSk(64;11),64,11,224,7,2,3,nb,f,360,[],[50],[],,RM(224;92),
PolyhedralSk(64;12),64,12,256,8,2,4,b,f,2592,[33],[],[],RM(256;4)+RM(256;10),,
PolyhedralSk(64;13),64,13,256,8,2,4,b,f,32,[33],[],[],RM(256;6)+RM(256;8),,
PolyhedralSk(64;14),64,14,288,9,2,3,nb,f,72,[],[82],[],,RM(288;508),
PolyhedralSk(64;15),64,15,384,12,2,3,nb,f,1,[33],[],[],RM(384;5),,
PolyhedralSk(64;16),64,16,384,12,2,3,nb,f,1,[33],[],[],RM(384;7),,
PolyhedralSk(64;17),64,17,384,12,2,4,b,f,6,[65],[],[],RM(384;25),,
PolyhedralSk(64;18),64,18,384,12,2,4,b,f,6,[65],[],[],RM(384;33),,
PolyhedralSk(64;19),64,19,384,12,2,3,nb,f,2,[],[130],[],,RM(384;1182),
PolyhedralSk(64;20),64,20,384,12,2,3,nb,f,6,[],[130],[],,RM(384;1183),
PolyhedralSk(64;21),64,21,384,12,2,2,nb,f,1,[],[],[33],,,CM(384;1)+CM(384;2)
PolyhedralSk(64;22),64,22,480,15,2,3,nb,f,24,[],[178],[],,RM(480;787),
PolyhedralSk(65;1),65,1,130,4,2,7,nb,f,1,[],[],[1],,,CM(130;1)+CM(130;2)
PolyhedralSk(65;2),65,2,130,4,2,6,nb,f,1,[],[],[1],,,CM(130;3)+CM(130;4)
PolyhedralSk(66;1),66,1,165,5,2,4,nb,f,2,[],[35;46],[],,RM(165;19)+RM(165;21),
PolyhedralSk(66;2),66,2,330,10,2,3,nb,f,1,[],[46;134],[],,RM(330;55)+RM(330;87),
PolyhedralSk(66;3),66,3,330,10,2,3,nb,f,1,[],[46;101],[],,RM(330;56)+RM(330;69),
PolyhedralSk(66;4),66,4,330,10,2,3,nb,f,1,[],[101],[],,RM(330;70),
PolyhedralSk(66;5),66,5,1452,44,2,2,nb,f,1466980766913300264172352868391669568158222516224000000000000,[210],[],[],RM(1452;5),,
PolyhedralSk(67;1),67,1,201,6,2,5,nb,f,1,[],[],[1],,,CM(201;1)+CM(201;2)
PolyhedralSk(68;1),68,1,136,4,2,8,b,f,1,[],[],[1],,,CM(136;1)+CM(136;2)
PolyhedralSk(69;1),69,1,1587,46,2,2,nb,f,16330429897278858540766632130936065632737333050605568000000000000,[231],[],[],RM(1587;5),,
PolyhedralSk(72;1),72,1,108,3,2,8,b,f,1,[1;10],[],[],RM(108;4)+RM(108;10),,
PolyhedralSk(72;2),72,2,144,4,2,6,b,f,1,[1],[],[],RM(144;4),,
PolyhedralSk(72;3),72,3,144,4,2,6,b,f,1,[],[],[19],,,CM(144;3)+CM(144;4)
PolyhedralSk(72;4),72,4,180,5,2,4,nb,f,1,[10;19],[],[],RM(180;3)+RM(180;7),,
PolyhedralSk(72;5),72,5,180,5,2,5,b,f,4,[],[50;65],[],,RM(180;122)+RM(180;131),
PolyhedralSk(72;6),72,6,216,6,2,4,b,f,1,[],[],[46],,,CM(216;13)+CM(216;14)
PolyhedralSk(72;7),72,7,252,7,2,5,nb,f,1,[7],[],[],RM(252;3),,
PolyhedralSk(72;8),72,8,288,8,2,4,nb,f,2,[37],[],[],RM(288;11),,
PolyhedralSk(72;9),72,9,288,8,2,4,nb,f,1,[37],[122],[],RM(288;13),RM(288;516),
PolyhedralSk(72;10),72,10,288,8,2,4,b,f,6,[],[],[37],,,CM(288;1)+CM(288;2)
PolyhedralSk(72;11),72,11,324,9,2,4,b,f,18,[46],[],[],RM(324;17),,
PolyhedralSk(72;12),72,12,324,9,2,4,b,f,9,[46],[],[],RM(324;18),,
PolyhedralSk(72;13),72,13,360,10,2,4,nb,f,1,[25;55],[],[],RM(360;7)+RM(360;26),,
PolyhedralSk(72;14),72,14,360,10,2,3,b,f,1440,[],[110],[],,RM(360;354),
PolyhedralSk(72;15),72,15,360,10,2,3,nb,f,1,[],[110],[],,RM(360;355),
PolyhedralSk(72;16),72,16,360,10,2,3,b,f,1,[],[110],[],,RM(360;356),
PolyhedralSk(72;17),72,17,432,12,2,4,nb,f,17179869184,[37],[],[],RM(432;5),,
PolyhedralSk(72;18),72,18,432,12,2,3,b,f,2,[73],[],[],RM(432;11),,
PolyhedralSk(72;19),72,19,504,14,2,3,nb,f,1,[49],[],[],RM(504;8),,
PolyhedralSk(72;20),72,20,612,17,2,3,nb,f,2,[],[134;236],[],,RM(612;86)+RM(612;90),
PolyhedralSk(72;21),72,21,720,20,2,3,nb,f,17179869184,[85],[],[],RM(720;13),,
PolyhedralSk(72;22),72,22,864,24,2,3,nb,f,526486815369068544,[109],[],[],RM(864;9),,
PolyhedralSk(72;23),72,23,864,24,2,3,b,f,10080,[],[],[181],,,CM(864;27)+CM(864;28)
PolyhedralSk(72;24),72,24,1728,48,2,2,nb,f,207331137975852388033573161534364289273233180410488291328000000000000,[253],[],[],RM(1728;21),,
PolyhedralSk(73;1),73,1,146,4,2,7,nb,f,1,[],[],[1],,,CM(146;1)+CM(146;2)
PolyhedralSk(73;2),73,2,219,6,2,5,nb,f,1,[],[],[1],,,CM(219;1)+CM(219;2)
PolyhedralSk(74;1),74,1,111,3,2,7,b,f,1,[],[],[1],,,CM(111;3)+CM(111;4)
PolyhedralSk(74;2),74,2,148,4,2,7,b,f,1,[],[],[1],,,CM(148;1)+CM(148;2)
PolyhedralSk(75;1),75,1,225,6,2,5,nb,f,1,[1],[],[],RM(225;3),,
PolyhedralSk(75;2),75,2,375,10,2,3,nb,f,1,[26],[],[],RM(375;3),,
PolyhedralSk(75;3),75,3,750,20,2,3,nb,f,2,[],[177],[],,RM(750;107),
PolyhedralSk(75;4),75,4,1875,50,2,2,nb,f,2985568386852274387683453526094845765534557797911031395123200000000000000,[276],[],[],RM(1875;5),,
PolyhedralSk(76;1),76,1,228,6,2,5,nb,f,1,[],[],[1],,,CM(228;1)+CM(228;2)
PolyhedralSk(78;1),78,1,117,3,2,8,b,f,1,[],[],[1],,,CM(117;3)+CM(117;4)
PolyhedralSk(78;2),78,2,273,7,2,3,nb,f,1,[],[15;106],[],,RM(273;19)+RM(273;23),
PolyhedralSk(78;3),78,3,468,12,2,4,nb,f,137438953472,[],[],[40],,,CM(468;7)+CM(468;8)
PolyhedralSk(78;4),78,4,546,14,2,3,nb,f,1,[],[106],[],,RM(546;71),
PolyhedralSk(78;5),78,5,546,14,2,3,nb,f,1,[],[106],[],,RM(546;72),
PolyhedralSk(78;6),78,6,546,14,2,3,nb,f,1,[],[106;197],[],,RM(546;74)+RM(546;97),
PolyhedralSk(78;7),78,7,546,14,2,3,nb,f,1,[],[197],[],,RM(546;98)+RM(546;99),
PolyhedralSk(78;8),78,8,2028,52,2,2,nb,f,48515486286349458799856119799041243689936564216054260170752000000000000000000,[300],[],[],RM(2028;5),,
PolyhedralSk(79;1),79,1,237,6,2,5,nb,f,1,[],[],[1],,,CM(237;1)+CM(237;2)
PolyhedralSk(80;1),80,1,160,4,2,5,nb,f,1,[9],[],[],RM(160;4),,
PolyhedralSk(80;2),80,2,160,4,2,8,b,f,1,[],[],[1],,,CM(160;1)+CM(160;2)
PolyhedralSk(80;3),80,3,160,4,2,5,nb,f,1,[],[],[21],,,CM(160;9)+CM(160;11)
PolyhedralSk(80;4),80,4,240,6,2,6,b,f,1,[21],[],[],RM(240;3),,
PolyhedralSk(80;5),80,5,240,6,2,5,b,f,1,[41],[],[],RM(240;9),,
PolyhedralSk(80;6),80,6,240,6,2,4,nb,f,2,[],[66],[],,RM(240;305),
PolyhedralSk(80;7),80,7,320,8,2,5,b,f,6,[],[],[41],,,CM(320;3)+CM(320;5)
PolyhedralSk(80;8),80,8,320,8,2,4,nb,f,1,[],[],[41;81],,,CM(320;8)+CM(320;11)+CM(320;53)+CM(320;69)
PolyhedralSk(80;9),80,9,320,8,2,4,nb,f,1,[],[],[41],,,CM(320;14)+CM(320;16)
